10/2/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
10/1/13,NORDSTROM ONLINE,25.23
10/2/13,Yats 946269,22.05
10/6/13,Shapiro's Delicatessen 53180,9.51
10/6/13,AMAZON,14.55
10/13/13,BKOFAMERICA ATM 13-10 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
10/10/13,CHEVRON,38.06
10/8/13,Union 50 882206,9.76
10/12/13,Taste Cafe & Marketplace 914867,33.42
10/14/13,EXXON GAS,38.5
10/18/13,Cafe Patachou 489335,9.41
10/25/13,PAYPAL DES:INST XFER ID:69645 INDN:Sara Caplan CO ID:PAYPAL WEB,70.41
10/21/13,3 Sisters 229491,26.52
10/22/13,Taste Cafe & Marketplace 441889,9.24
10/23/13,Uber BV help.uber.com,20.88
10/24/13,Uber BV help.uber.com,12.33
10/27/13,Mama Carolla's Old Italian 564160,19.88
11/2/13,PAYPAL DES:INST XFER ID:55295 INDN:Sara Caplan CO ID:PAYPAL WEB,50.74
11/2/13,CHEVRON,30.97
11/6/13,ADY*Netflix,8.99
11/10/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
11/10/13,FirstService Res Late Fee DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,25
10/30/13,Uber BV help.uber.com,13.29
10/31/13,Shapiro's Delicatessen 55315,29.69
11/2/13,AMAZON,13.9
11/4/13,TARGET PURCHASE 158285,14.29
11/7/13,BKOFAMERICA ATM 13-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
11/10/13,SHELL,41.05
11/6/13,Scotty's Brewhouse 467650,14.45
11/7/13,Union 50 564168,24.33
11/10/13,Yats 466462,15.51
11/17/13,BKOFAMERICA ATM 13-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
11/12/13,NORDSTROM ONLINE,21.75
11/14/13,Cafe Patachou 643629,24.42
11/14/13,Uber BV help.uber.com,17.63
11/19/13,BKOFAMERICA ATM 13-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
11/19/13,Uber BV help.uber.com,13.91
11/20/13,AMAZON,28.13
11/21/13,The Loft at Trader's Point Creamery 160529,12.19
11/22/13,The Tamale Place 714923,13.66
11/23/13,TARGET,11.45
11/29/13,BKOFAMERICA ATM 13-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
11/26/13,Union 50 411593,11.65
11/26/13,Uber BV help.uber.com,5.34
11/28/13,Siam Square 534802,26.71
11/29/13,Mesh on Mass 363041,12.91
11/30/13,Shapiro's Delicatessen 921067,23.45
12/6/13,ADY*Netflix,8.99
12/8/13,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
11/29/13,PAYPAL DES:INST XFER ID:93085 INDN:Sara Caplan CO ID:PAYPAL WEB,52.49
11/25/13,BKOFAMERICA ATM 13-11 #000009003 WITHDRWL SOUTH BEND INDIANA ID,30
11/25/13,Scotty's Brewhouse 300706,12.9
11/25/13,TARGET,28.19
11/26/13,Bazbeaux 825724,9.04
11/27/13,Iaria's Italian Restaurant 515931,32.03
11/29/13,Scotty's Brewhouse 15547,18.88
11/30/13,Iaria's Italian Restaurant 285292,21.24
12/1/13,Iaria's Italian Restaurant 428819,25.81
12/1/13,TARGET,25.27
12/4/13,BKOFAMERICA ATM 13-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,20
12/2/13,Sahm's Place 828470,10.76
12/3/13,Uber BV help.uber.com,11.36
12/4/13,Shapiro's Delicatessen 515036,16.1
12/4/13,AMAZON,5.75
12/5/13,Goose the Market 756291,18.29
12/15/13,BKOFAMERICA ATM 13-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,40
12/9/13,Taste Cafe & Marketplace 465124,13.87
12/10/13,Shapiro's Delicatessen 812282,33.81
12/10/13,AMAZON,21.98
12/18/13,Iaria's Italian Restaurant 271033,30.62
12/19/13,Cafe Patachou 197909,29.6
12/20/13,Uber BV help.uber.com,18.99
12/21/13,St. Elmo Steak House 354324,15.36
12/23/13,BKOFAMERICA ATM 13-12 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
12/23/13,MOBILE GAS,30.89
12/23/13,3 Sisters 736039,29.08
12/26/13,3 Sisters 179671,34
12/29/13,3 Sisters 147460,20.2
12/30/13,Mug N' Bun 161298,18.27
12/30/13,Uber BV help.uber.com,20.71
1/2/14,Siam Square 171137,7.2
1/3/14,3 Sisters 477672,23.53
1/5/14,Taste Cafe & Marketplace 216597,18.34
1/5/14,WALMART,15.13
1/6/14,ADY*Netflix,8.99
1/10/14,FirstService Res DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,1275
1/10/14,FirstService Res Late Fee DES:RESIDENT ID: 45118551 INDN:Sara Caplan CO ID:XXXXX39005 WEB,25
12/31/13,TARGET PURCHASE 887449,17.07
12/30/13,The Tamale Place 356829,30.65
1/1/14,Uber BV help.uber.com,13.02
1/5/14,Shoefly Public House 34768,31.43
1/10/14,SHELL,40.52
1/7/14,Iaria's Italian Restaurant 566899,17.36
1/7/14,Uber BV help.uber.com,8.92
1/8/14,Bluebeard 84957,32.21
1/9/14,Taste Cafe & Marketplace 312033,23.46
1/10/14,Uber BV help.uber.com,16.73
1/12/14,Uber BV help.uber.com,19.2
1/13/14,TARGET,13.36
1/14/14,Shoefly Public House 217946,11.97
1/15/14,Delicia 766314,28.58
1/16/14,Bluebeard 535191,23.34
1/17/14,Uber BV help.uber.com,20
1/21/14,TARGET PURCHASE 1686002,20.66
1/21/14,BKOFAMERICA ATM 14-01 #000009003 WITHDRWL SOUTH BEND INDIANA ID,10
1/21/14,The Loft at Trader's Point Creamery 618400,21.53
1/21/14,Uber BV help.uber.com,11.77
1/22/14,Mama Carolla's Old Italian 263234,29.24
1/23/14,WALMART,17.29
1/26/14,Cafe Patachou 667804,27.75
1/26/14,AMAZON,41.09
2/2/14,PAYPAL DES:INST XFER ID:47507 INDN:Sara Caplan CO ID:PAYPAL WEB,27.2
1/27/14,3 Sisters 43914,21.93
1/28/14,Uber BV help.uber.com,16.17
1/28/14,NORDSTROM ONLINE,35.74
2/2/14,Shapiro's Delicatessen 128466,21.28
